collection_slug,identifier,event_type,order_hash,chain,protocol_address,closing_date,closing_date_iso,quantity,seller,buyer,payment_quantity,payment_token,payment_decimals,payment_symbol,payment_symbol_amount,transaction_hash,event_timestamp,event_timestamp_iso
pudgypenguins,152,sale,,ethereum,,1742489675,2025-03-20T16:54:35+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9660000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.66,0xd1943a65d9b431e5afa0454cfeea4b462c975f89ad9c245018bd72964cbb4531,1742489675,2025-03-20 16:54:35+00:00
pudgypenguins,537,sale,,ethereum,,1741011791,2025-03-03T14:23:11+00:00Z,1,0x516d8741f7a3ccf96f2c2e6516805913741beec3,0x8634059340b73ae0455dfbe6bf4c7eb127aa8492,10060000000000000000,0x0000000000000000000000000000000000000000,18,ETH,10.06,0x055c65e0fe6e6d463e277568a37f807530d906b6308b6aea325534fc1732aa7a,1741011791,2025-03-03 14:23:11+00:00
pudgypenguins,537,sale,,ethereum,,1741004015,2025-03-03T12:13:35+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x516d8741f7a3ccf96f2c2e6516805913741beec3,9860000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.86,0x1ff4d39bb81411404740e661c02cc9cb020e3710f9b242a031aa439425732c22,1741004015,2025-03-03 12:13:35+00:00
pudgypenguins,537,sale,,ethereum,,1740936887,2025-03-02T17:34:47+00:00Z,1,0xb34fcf951a78b05f11f372399f69c27b8c12a7b9,0x29469395eaf6f95920e59f858042f0e28d98a20b,9598800000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.5988,0x2c540d2eef6d3447afc65519acce1bf0772e80e9792b8e63975281544514cc1f,1740936887,2025-03-02 17:34:47+00:00
pudgypenguins,583,sale,,ethereum,,1742530679,2025-03-21T04:17:59+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0xd43dfa9024096b0224adf6859e22fbc35ea2b21f,9480000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.48,0x7fa09bf41d251c8bd09a063538e5c951efa89c790dc75a1bc9f8123304c2b3e6,1742530679,2025-03-21 04:17:59+00:00
pudgypenguins,583,sale,,ethereum,,1742201411,2025-03-17T08:50:11+00:00Z,1,0x7b9c3a3bce44e4d29a95a36198ebd7bda8e239e7,0xa1c6b7d556bb56408bb3991d29a5e574e10dfe48,8730000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.73,0x78662fe602a909dc91884b6c51ee9a5736265dc4a8f74cd0feacde85ded9f7f1,1742201411,2025-03-17 08:50:11+00:00
pudgypenguins,583,sale,,ethereum,,1741699115,2025-03-11T13:18:35+00:00Z,1,0xabd0ba73f819a96cc9578ffbed621f890fb77208,0x7b9c3a3bce44e4d29a95a36198ebd7bda8e239e7,8788999990000000000,0x0000000000000000000000000000000000000000,18,ETH,8.78899999,0x9bb59f83c6784b646f28a921ca65e8b8254fe07a531d92e822cced179aa6194d,1741699115,2025-03-11 13:18:35+00:00
pudgypenguins,583,sale,0x4178b2734a78acddae4f5847db99512deb539cc318c2ca6147c6de36ec0b4be5,ethereum,0x0000000000000068f116a894984e2db1123eb395,1741633391,2025-03-10T19:03:11+00:00Z,1,0xe871af6576396c553e16c2e3a9fa130d36798cfa,0xabd0ba73f819a96cc9578ffbed621f890fb77208,8790000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.79,0x75c68ba2779b7bbc2b831c292d06d586e1295ef7213b5876e3f4023b1f183672,1741633391,2025-03-10 19:03:11+00:00
pudgypenguins,787,sale,,ethereum,,1743167447,2025-03-28T13:10:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x8a7d2a5fa5912e6feef47c8184d4e4ff56681f0c,9690000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.69,0x4b425628c947e20b3836d12fc57f11106fa78bfa6f7a976f5014ff6fd5ce5e8b,1743167447,2025-03-28 13:10:47+00:00
pudgypenguins,787,sale,,ethereum,,1740965771,2025-03-03T01:36:11+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x72795f977a732047635282191fb704fa21968abf,9900000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.9,0xe47a73f041fdf3f23eb07b4b9db6473178d37e7ddb577c5bac0fcd7c20ae9e91,1740965771,2025-03-03 01:36:11+00:00
pudgypenguins,1036,sale,,ethereum,,1741663187,2025-03-11T03:19:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x047b647f31d83d0c608c1571bb04a82f1d5962d4,8370000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.37,0xb2e738224b84d1531fec368eaf5ff685890eeaeb3529242abb95a104d56e4228,1741663187,2025-03-11 03:19:47+00:00
pudgypenguins,1036,sale,,ethereum,,1741653563,2025-03-11T00:39:23+00:00Z,1,0xaa4db8b2c85f1acc3ab33a678242b52a9d55a9e0,0x515a6c0e816f1096a5eaaf2b0516b9738c137c8c,8300000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.3,0x8fc56f3e9e5f4dc3b350185783bef32b0766ac438fc9f57c39141bc352acd1fc,1741653563,2025-03-11 00:39:23+00:00
pudgypenguins,1055,sale,,ethereum,,1743154247,2025-03-28T09:30:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1992a41693310eb9434b5e3ecb564f4739fcc677,9820000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.82,0xf02b86042879cb4a1f414edf64a69de30ef4816d7c030b8e143233ad2f3e25c3,1743154247,2025-03-28 09:30:47+00:00
pudgypenguins,1115,sale,,ethereum,,1741574771,2025-03-10T02:46:11+00:00Z,1,0x1ea27bce786a81022dfc156059771e8d3279a9a6,0x047b647f31d83d0c608c1571bb04a82f1d5962d4,9100000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.1,0x071ae8e74cdd6017df93204ce59c810b20eb996222b4335c485439883b4ae7d1,1741574771,2025-03-10 02:46:11+00:00
pudgypenguins,1115,sale,,ethereum,,1741574279,2025-03-10T02:37:59+00:00Z,1,0xc8787ad282dff186fc24622f1378a8ff956a328a,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9110000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.11,0x2d8786cf2d185e9f97a4140c131fdeba5c67f41a7122ecc45ab9362e1d617d68,1741574279,2025-03-10 02:37:59+00:00
pudgypenguins,1349,sale,,ethereum,,1742484959,2025-03-20T15:35:59+00:00Z,1,0x1fee3385b22d69e93209db2042be58fcac57b59b,0x29469395eaf6f95920e59f858042f0e28d98a20b,10159000000000000000,0x0000000000000000000000000000000000000000,18,ETH,10.159,0xbbeb8dd259423002878e694b3bea4a46bc66fc80a3c483335690e0f1eb2bed38,1742484959,2025-03-20 15:35:59+00:00
pudgypenguins,1349,sale,,ethereum,,1741434611,2025-03-08T11:50:11+00:00Z,1,0x3c03f4ca78c7ccc5622a07ed7a56f5d44a3c4e6a,0x1fee3385b22d69e93209db2042be58fcac57b59b,9610000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.61,0xf7d4e3a55dba324f992a59cf30ae117c5d172cd5341cb2758916de80a1abce03,1741434611,2025-03-08 11:50:11+00:00
pudgypenguins,1396,sale,0xb8bade28b3d9332713e9d2434c7fb83355c016d54be9244f7c746564abefdbb1,ethereum,0x0000000000000068f116a894984e2db1123eb395,1742514539,2025-03-20T23:48:59+00:00Z,1,0x83e7322328d902940c490634396860d875e448c2,0x08727a193f4996c3eb5e32433217f5933a40209c,9600000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.6,0x8678d62222562c52023e4b91fe168cc407e3c1c065c8d565227a612e9035bde5,1742514539,2025-03-20 23:48:59+00:00
pudgypenguins,1396,sale,,ethereum,,1741167611,2025-03-05T09:40:11+00:00Z,1,0xf7a0153f7a1c9bd7abf9934cb09a2643859642df,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9380000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.38,0xd8a14afd8a9e83e173fab376da176abbdb5302b2d5312406f1fbcb55cf055237,1741167611,2025-03-05 09:40:11+00:00
pudgypenguins,1469,sale,,ethereum,,1741573823,2025-03-10T02:30:23+00:00Z,1,0x459845f759dfefe8e3a0b91a9bf220d93fc83e71,0xa1c6b7d556bb56408bb3991d29a5e574e10dfe48,9210000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.21,0x26192847a931e49fda2c030693e6ae4be124de8354f705a3de55415f75117abe,1741573823,2025-03-10 02:30:23+00:00
pudgypenguins,1469,sale,,ethereum,,1740885347,2025-03-02T03:15:47+00:00Z,1,0x516d8741f7a3ccf96f2c2e6516805913741beec3,0x459845f759dfefe8e3a0b91a9bf220d93fc83e71,9150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.15,0x294c9c22f95c7d7fa50b05555b757258a26e956cc7af1779ca5d2b72393ccb92,1740885347,2025-03-02 03:15:47+00:00
pudgypenguins,1558,sale,,ethereum,,1743384755,2025-03-31T01:32:35+00:00Z,1,0xe250d225646297733eb81a595634acc968bfc77e,0x29469395eaf6f95920e59f858042f0e28d98a20b,9799000000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.799,0x8d1e464ebca8f677073aa48f996afdbda70b886164ad657bda78da1c9e1987a4,1743384755,2025-03-31 01:32:35+00:00
pudgypenguins,1558,sale,0x10bd16fced0a45972968805c1f534c52ebc3c13866828de3e889dd25c941d859,ethereum,0x0000000000000068f116a894984e2db1123eb395,1743356507,2025-03-30T17:41:47+00:00Z,1,0x2463a7b933a50188ff83ab5c703fe6ef3a0449c5,0xe250d225646297733eb81a595634acc968bfc77e,9920000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.92,0x838b06bef1fef74fc19dc5d850443b49e0cbcf8c5c30dd1463df7321aa1e591a,1743356507,2025-03-30 17:41:47+00:00
pudgypenguins,1558,sale,,ethereum,,1742861843,2025-03-25T00:17:23+00:00Z,1,0x1992a41693310eb9434b5e3ecb564f4739fcc677,0x2463a7b933a50188ff83ab5c703fe6ef3a0449c5,10389999990000000000,0x0000000000000000000000000000000000000000,18,ETH,10.389999990000002,0x44af60e6fd76d2d6f387769d642965eda667cc8fec320766690cf30b248c2936,1742861843,2025-03-25 00:17:23+00:00
pudgypenguins,1558,sale,,ethereum,,1742859203,2025-03-24T23:33:23+00:00Z,1,0x83449c07c419944abc63d890b11c6095b9a260c7,0x1992a41693310eb9434b5e3ecb564f4739fcc677,10220000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.22,0x8d950b9e3f2151b675512019817e968e961b58059ccd118b495c6f07dcee842d,1742859203,2025-03-24 23:33:23+00:00
pudgypenguins,1810,sale,,ethereum,,1743248567,2025-03-29T11:42:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1ea27bce786a81022dfc156059771e8d3279a9a6,9800000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.8,0x1bc5c239ec48001d1150ad93004c9bfdf857fa554b794b6a4101e6f1b7f592a1,1743248567,2025-03-29 11:42:47+00:00
pudgypenguins,1810,sale,,ethereum,,1743045755,2025-03-27T03:22:35+00:00Z,1,0x1992a41693310eb9434b5e3ecb564f4739fcc677,0x29469395eaf6f95920e59f858042f0e28d98a20b,10299696770000034000,0x0000000000000000000000000000000000000000,18,ETH,10.299696770000034,0x906f0696b4897e0ca7bc62aa58605530fa203060df2ed803f0133c1f92871393,1743045755,2025-03-27 03:22:35+00:00
pudgypenguins,1810,sale,,ethereum,,1743028127,2025-03-26T22:28:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1992a41693310eb9434b5e3ecb564f4739fcc677,10150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.15,0x4392f322f61a48b1a04345ddd5572d640280aff7a959a66a15bf49b2331a5348,1743028127,2025-03-26 22:28:47+00:00
pudgypenguins,1911,sale,,ethereum,,1742743163,2025-03-23T15:19:23+00:00Z,1,0x516d8741f7a3ccf96f2c2e6516805913741beec3,0x29469395eaf6f95920e59f858042f0e28d98a20b,10299000000000000000,0x0000000000000000000000000000000000000000,18,ETH,10.299,0xc0c5fc37ffb47ddc263bdb7717b2f9046b86c984605cc354cf83901563fc5bfe,1742743163,2025-03-23 15:19:23+00:00
pudgypenguins,1911,sale,0x1663758c504ffa18a2cbfc65714b3b2133e395deba4a6378d1e503a6ccf8ce89,ethereum,0x0000000000000068f116a894984e2db1123eb395,1742736395,2025-03-23T13:26:35+00:00Z,1,0x355062b5d0e324815290b96370e87607a71d613d,0x516d8741f7a3ccf96f2c2e6516805913741beec3,9860000000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.86,0x3478168386554e3fc9b30d3e8a200846b9e1122b9bb476af215bec79adf73cc1,1742736395,2025-03-23 13:26:35+00:00
pudgypenguins,1911,sale,,ethereum,,1742615075,2025-03-22T03:44:35+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x355062b5d0e324815290b96370e87607a71d613d,9740000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.74,0x3f5cb4e95796958bad69e2b51e61b1bcc97682b4dceb1ab023078258a82b49a6,1742615075,2025-03-22 03:44:35+00:00
pudgypenguins,1911,sale,,ethereum,,1741890551,2025-03-13T18:29:11+00:00Z,1,0x59e91333560e271cb8ffb53492ec8fb0da63b4ac,0x1ea27bce786a81022dfc156059771e8d3279a9a6,8700000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.7,0x783eb3a34f492ef27dc70ddf6dd17374b05613c7ee3981381f9962f2bc58e154,1741890551,2025-03-13 18:29:11+00:00
pudgypenguins,2045,sale,0xf8e7b2968dbded9d9db1fc83ca0fa9cf270530eaa146626bafb101587a09fa59,ethereum,0x0000000000000068f116a894984e2db1123eb395,1743435887,2025-03-31T15:44:47+00:00Z,1,0x695e3f23728b3c5e9e714b1fc6f7655cda08cf4c,0xf15c93562bc3944a68e938ef75d2a3360d98ca57,9760000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.76,0x9691d49dc421adf3b9b4651b6d6bad0cb6b97f45fbb0a064e6b07854084855c8,1743435887,2025-03-31 15:44:47+00:00
pudgypenguins,2310,sale,,ethereum,,1742591639,2025-03-21T21:13:59+00:00Z,1,0x400f2bd92098c386cea677d6e7f832eb25c6e3cf,0x29469395eaf6f95920e59f858042f0e28d98a20b,9660000000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.66,0x24eceecce7001ff57f02dd0fc374d8cfa8685e0c5ae56667da911f32f43be842,1742591639,2025-03-21 21:13:59+00:00
pudgypenguins,2310,sale,,ethereum,,1742407715,2025-03-19T18:08:35+00:00Z,1,0xd10173fdeec044a358a2fbd6d2268272983a4002,0x400f2bd92098c386cea677d6e7f832eb25c6e3cf,9160000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.16,0xf0a8d8ac385478a3200c8c4e63a5a1e5d0097df1f28a0481cacb90e83dd78c00,1742407715,2025-03-19 18:08:35+00:00
pudgypenguins,2310,sale,,ethereum,,1741597103,2025-03-10T08:58:23+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x1ea27bce786a81022dfc156059771e8d3279a9a6,8960000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.96,0x2231203ffaa88f8dd78b9ba15456388be473d3ddf3e27938cb03072d11c9f38e,1741597103,2025-03-10 08:58:23+00:00
pudgypenguins,2310,sale,,ethereum,,1741586207,2025-03-10T05:56:47+00:00Z,1,0x29469395eaf6f95920e59f858042f0e28d98a20b,0x047b647f31d83d0c608c1571bb04a82f1d5962d4,9060000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.06,0xf5549d7f373013f1f4597aadb691d69637dc487df0c5b94487a76df4dc79fd59,1741586207,2025-03-10 05:56:47+00:00
pudgypenguins,2341,sale,,ethereum,,1743356615,2025-03-30T17:43:35+00:00Z,1,0x2777df13d272c9433858f5e1947b51e6a4720d60,0xa83abb8da5bf536f12be8b0500057476fdcc3e41,9900000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.9,0x80c023bd10dfa9f08b5bff83fdf2a2610e77ac92ca0712b38c12a1c9d44d694c,1743356615,2025-03-30 17:43:35+00:00
pudgypenguins,2341,sale,0x08f579774c07c0426fbd64e069f3c95571b43f8fdf04955d129d729829e7d256,ethereum,0x0000000000000068f116a894984e2db1123eb395,1743306107,2025-03-30T03:41:47+00:00Z,1,0x7e7022f8879d88bcc5d288b229737adb4b1f39cb,0x2777df13d272c9433858f5e1947b51e6a4720d60,9779900000000000000,0x0000000000000000000000000000000000000000,18,ETH,9.7799,0x89924018048a73abd5035b61deefe729da5cb5b9420f84ce5e1456ac364f99b4,1743306107,2025-03-30 03:41:47+00:00
pudgypenguins,2341,sale,0x7fa6c7ffa83e60922351f911255033d2485cd4a79b0cd400a9c2d25e79463c9b,ethereum,0x0000000000000068f116a894984e2db1123eb395,1743088235,2025-03-27T15:10:35+00:00Z,1,0xeb156caa9f0a48300f953b924f4632f39cc929c6,0x7e7022f8879d88bcc5d288b229737adb4b1f39cb,10270000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.27,0xd82eece8a1d9a742f564872428f75b6c60064515ce79e56a7adf6484f0c3b756,1743088235,2025-03-27 15:10:35+00:00
pudgypenguins,2567,sale,,ethereum,,1742926439,2025-03-25T18:13:59+00:00Z,1,0xa83abb8da5bf536f12be8b0500057476fdcc3e41,0x29469395eaf6f95920e59f858042f0e28d98a20b,10400000000000000000,0x0000000000000000000000000000000000000000,18,ETH,10.4,0xe811fbdc7daafb13223c45e6aed5b272a7e0e5cbc3e2e8eca8d83de49b54f54b,1742926439,2025-03-25 18:13:59+00:00
pudgypenguins,2567,sale,,ethereum,,1742889443,2025-03-25T07:57:23+00:00Z,1,0xf0b3ed341884f2383d76badf024f314e12c9a745,0xa83abb8da5bf536f12be8b0500057476fdcc3e41,10150000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,10.15,0x4fba2eab7874a64af86eabd21fe1dfc185858f5b23193d071e18aab8c67fc589,1742889443,2025-03-25 07:57:23+00:00
pudgypenguins,2567,sale,,ethereum,,1742301035,2025-03-18T12:30:35+00:00Z,1,0x1992a41693310eb9434b5e3ecb564f4739fcc677,0x29469395eaf6f95920e59f858042f0e28d98a20b,9000000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.0,0x6ddb6952e4153e5d2e519e7b72ffc59b46adb4b36e49095d4bfad081155ddf9f,1742301035,2025-03-18 12:30:35+00:00
pudgypenguins,2567,sale,,ethereum,,1742258711,2025-03-18T00:45:11+00:00Z,1,0xd10173fdeec044a358a2fbd6d2268272983a4002,0x1992a41693310eb9434b5e3ecb564f4739fcc677,9000000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,9.0,0x2dc5dd31659e14a9c8522fb74f667bc0a31bc14643e7d41b5d3f83141cd00eb7,1742258711,2025-03-18 00:45:11+00:00
pudgypenguins,2567,sale,,ethereum,,1741829171,2025-03-13T01:26:11+00:00Z,1,0x1fee3385b22d69e93209db2042be58fcac57b59b,0xd10173fdeec044a358a2fbd6d2268272983a4002,8799221700000352000,0x0000000000000000000000000000000000000000,18,ETH,8.799221700000352,0xb44d91902faf45c9b7273d0c7fb84c99774216815411a236313b9e0b8803fa31,1741829171,2025-03-13 01:26:11+00:00
pudgypenguins,2567,sale,0x4f0e748ec117a31c092ce36f7ba8598ff1b2dc1fc2b9094428df00db3f408c87,ethereum,0x0000000000000068f116a894984e2db1123eb395,1741802171,2025-03-12T17:56:11+00:00Z,1,0x69734444a9c9954c21d83b5f062802909dc5112b,0x1fee3385b22d69e93209db2042be58fcac57b59b,8760000000000000000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,WETH,8.76,0x0908991d4445408d08a2628b360d540ce848ffa435d2291ab04f49d38ae1a2d6,1741802171,2025-03-12 17:56:11+00:00
